Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Age],[Reporting Type]
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","562","Niger","2016","3628","2016","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","562","Niger","2017","3628","2017","FAO-WIEWS","Estimate based on 2016 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","578","Norway","2000","26","2000","FAO-WIEWS","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","578","Norway","2005","26","2005","FAO-WIEWS","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","578","Norway","2010","26","2010","FAO-WIEWS","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","578","Norway","2012","26","2012","FAO-WIEWS","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.. 
Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","578","Norway","2014","26","2014","FAO-WIEWS","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","578","Norway","2016","26","2016","FAO-WIEWS","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","578","Norway","2017","26","2017","FAO-WIEWS","Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","586","Pakistan","2000","19392","2000","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","586","Pakistan","2005","23549","2005","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","586","Pakistan","2010","28214","2010","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","586","Pakistan","2012","29191","2012","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","586","Pakistan","2014","29996","2014","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","586","Pakistan","2016","31066","2016","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","586","Pakistan","2017","31066","2017","FAO-WIEWS","Estimate based on 2016 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","591","Panama","2000","263","2000","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","591","Panama","2005","290","2005","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","591","Panama","2010","566","2010","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","591","Panama","2012","729","2012","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","591","Panama","2014","813","2014","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","591","Panama","2016","824","2016","FAO-WIEWS","Estimate based on 2015 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","591","Panama","2017","824","2017","FAO-WIEWS","Estimate based on 2015 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","604","Peru","2000","10805","2000","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","604","Peru","2005","11610","2005","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","604","Peru","2010","12330","2010","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","604","Peru","2012","12333","2012","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","604","Peru","2014","12529","2014","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","604","Peru","2016","12592","2016","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","604","Peru","2017","12592","2017","FAO-WIEWS","Estimate based on 2016 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","616","Poland","2000","61905","2000","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","616","Poland","2005","65153","2005","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","616","Poland","2010","68464","2010","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","616","Poland","2012","69114","2012","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","616","Poland","2014","69520","2014","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","616","Poland","2016","69418","2016","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","616","Poland","2017","70266","2017","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","620","Portugal","2000","11424","2000","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2010.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","620","Portugal","2005","11892","2005","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2010.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","620","Portugal","2010","12193","2010","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","620","Portugal","2012","12193","2012","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2010 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","620","Portugal","2014","12193","2014","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2010 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","620","Portugal","2016","12193","2016","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2010 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","620","Portugal","2017","26151","2017","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","642","Romania","2000","41250","2000","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","642","Romania","2005","42353","2005","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","642","Romania","2010","42624","2010","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","642","Romania","2012","42837","2012","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","642","Romania","2014","42837","2014","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","642","Romania","2016","46064","2016","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","642","Romania","2017","38071","2017","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","643","Russian Federation","2000","200235","2000","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","643","Russian Federation","2005","200451","2005","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","643","Russian Federation","2010","200614","2010","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","643","Russian Federation","2012","200717","2012","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","643","Russian Federation","2014","200717","2014","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","643","Russian Federation","2016","200717","2016","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","643","Russian Federation","2017","200717","2017","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","686","Senegal","2000","958","2000","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","686","Senegal","2005","1299","2005","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","686","Senegal","2010","1330","2010","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","686","Senegal","2012","1330","2012","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","686","Senegal","2014","1890","2014","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","686","Senegal","2016","1890","2016","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","686","Senegal","2017","1890","2017","FAO-WIEWS","Estimate based on 2016 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","688","Serbia","2000","5475","2000","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2012.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","688","Serbia","2005","5475","2005","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2012.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","688","Serbia","2010","5475","2010","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2012.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","688","Serbia","2012","5475","2012","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","688","Serbia","2014","5475","2014","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2012 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","688","Serbia","2016","5475","2016","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2012 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","688","Serbia","2017","5475","2017","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2012 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","703","Slovakia","2000","13948","2000","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","703","Slovakia","2005","16681","2005","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","703","Slovakia","2010","17016","2010","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","703","Slovakia","2012","17016","2012","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","703","Slovakia","2014","17016","2014","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","703","Slovakia","2016","17043","2016","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","703","Slovakia","2017","17043","2017","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2016 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","705","Slovenia","2000","1776","2000","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2008.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","705","Slovenia","2005","1776","2005","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2008.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","705","Slovenia","2010","1776","2010","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2008 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","705","Slovenia","2012","1776","2012","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2008 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","705","Slovenia","2014","1776","2014","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2008 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","705","Slovenia","2016","1776","2016","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2008 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","705","Slovenia","2017","1776","2017","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2008 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","710","South Africa","2000","1765","2000","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","710","South Africa","2005","5491","2005","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","710","South Africa","2010","6006","2010","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","710","South Africa","2012","6067","2012","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","710","South Africa","2014","6124","2014","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2016.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","710","South Africa","2016","6124","2016","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","710","South Africa","2017","6190","2017","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","724","Spain","2000","69465","2000","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","724","Spain","2005","71980","2005","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","724","Spain","2010","75319","2010","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","724","Spain","2012","76174","2012","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on the acquisition date of each conserved accession as reported in 2014.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","724","Spain","2014","76970","2014","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","724","Spain","2016","77000","2016","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","Estimate based on 2015 report.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","724","Spain","2017","79323","2017","FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","729","Sudan","2000","5881","2000","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2017.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","729","Sudan","2005","8987","2005","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2017.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","729","Sudan","2010","11220","2010","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2017.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","729","Sudan","2012","11226","2012","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2017.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","729","Sudan","2014","11779","2014","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2017.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","729","Sudan","2016","13283","2016","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2017.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","729","Sudan","2017","13293","2017","FAO-WIEWS","","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","747","Northern Africa and Western Asia","2000","55508","2000","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016 and 2017.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","747","Northern Africa and Western Asia","2005","91599","2005","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016 and 2017.","E","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_PLNTSTOR","Plant breeds for which sufficient genetic resources are stored (number)","747","Northern Africa and Western Asia","2010","138627","2010","FAO-WIEWS","Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016 and 2017.","E","NUMBER","","G"
